	R935_Col	R935_TSB	R935_FC	DEG	OG	KO.id	KO.description
cds2016	5.78622761915336	5.16484412115065	1.38657412901067	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds2017	4.18432347310469	4.85520515383781	-0.558903030086743	nonDEG	OG0007594		
cds2018	6.57383578599318	5.94236923417961	1.4252354726725	nonDEG	OG0000329		
cds2019	4.47295921312627	4.1500460813645	1.3992648095303	nonDEG	OG0000329		
cds202	3.61812641373912	3.37475746846738	2.96217369004981	nonDEG	OG0003161		
cds2020	6.64926154817508	10.0253620140894	-2.59954934524762	down	OG0000921	K06207	typA; GTP-binding protein
cds2021	8.39777435333202	7.60040516746712	1.65458078049908	up	OG0001597		
cds2022	3.98458965599395	4.24654828709616	0.0340166807587349	nonDEG	OG0000622		
cds2023	5.89425959634338	8.11806944021321	-1.29723933444726	nonDEG	OG0001050	K02968	RP-S20; small subunit ribosomal protein S20
cds2024	6.40841378634446	9.5261187932006	-2.24737889328439	down	OG0000970	K01881	PARS; prolyl-tRNA synthetase [EC:6.1.1.15]
cds2025	8.86877496219228	9.62161814800175	-4.8409912418498e-05	nonDEG			
cds2026	11.4609959609076	10.1334436991264	2.1004313962108	up	OG0000626	K06076	fadL; long-chain fatty acid transport protein
cds2027	5.58167574323895	8.19985594471675	-1.84369721049513	down	OG0001685	K14441	rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
cds2028	7.34119272147297	8.454215197403	-0.331401895212854	nonDEG			
cds2029	9.28709119652786	8.49924360653456	1.57145865995175	up	OG0000270	K03806	ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28]
cds203	8.1196757253624	7.49160540593638	1.42557845108415	nonDEG	OG0000802	K07478	ycaJ; putative ATPase
cds2030	7.2395329757749	5.83151078781732	2.45716237755968	up	OG0007058		
cds2031	5.09682045541713	2.62172524779078	2.94843723569863	up	OG0003191	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]
cds2032	4.06240246815145	3.53572151591106	1.91781579879538	nonDEG	OG0003599	K07407	E3.2.1.22B; alpha-galactosidase [EC:3.2.1.22]
cds2034	5.17608144076314	2.60304205901347	4.65941557830206	up	OG0004209	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds2035	5.581007853172	2.60304205901347	4.83545689708973	up	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds2037	7.00513806606735	4.83151078781732	3.32445734853827	up			
cds2038	4.9770765240973	5.01170024827155	0.624003131205217	nonDEG	OG0001475	K03292	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family
cds2039	5.21084133941681	6.38043338288219	-0.137799204121698	nonDEG			
cds204	9.06607736391008	8.61876816276713	1.19989123730653	up	OG0007610		
cds2040	7.19525237175775	5.63652328757693	2.29530201625252	up	OG0002230	K16213	cbe; cellobiose epimerase [EC:5.1.3.11]
cds2041	4.48315531973741	3.0822762181068	2.63964702900838	nonDEG			
cds2042	5.04502822445941	5.10683432122563	0.872353352017976	nonDEG	OG0006294	K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
cds2043	5.84528752054837	4.16967731104902	1.74445329187239	nonDEG	OG0004599	K01187	malZ; alpha-glucosidase [EC:3.2.1.20]
cds2044	7.21461731748264	6.65065847633193	1.32154799176932	nonDEG	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
cds2045	5.83342198873982	3.48337941469783	2.85414146133661	up	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
cds2046	4.66618194681015	3.42673774755039	1.78850164701678	nonDEG	OG0002561	K05970	SIAE; sialate O-acetylesterase [EC:3.1.1.53]
cds2048	6.72445135291751	6.2721534861131	1.1628418652379	nonDEG	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
cds2049	8.24817552433044	6.97484006806559	2.08551268240081	up	OG0001951	K21470	ycbB; L,D-transpeptidase YcbB
cds205	9.78262916179718	8.42952904994166	2.13979455262906	up	NA	NA	NA
cds2050	7.67956349559585	3.22417688847665	5.58932475537037	up	OG0002575		
cds2051	4.16308898909007	3.16723871882795	1.83958274473101	nonDEG	OG0000159	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
cds2052	4.62276059924284	3.86738044584618	1.02280928737622	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
cds2054	6.02219196514931	6.20742930355011	0.519840923971417	nonDEG	OG0003589		
cds2055	6.87778563020072	8.85501545925378	-1.08960730832057	nonDEG	OG0003686		
cds2056	7.26033376769342	8.52395503596289	-0.466539616630136	nonDEG	OG0000329		
cds2057	4.99951528014349	3.85935143272553	2.95295797527386	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds2058	5.76780014065296	6.39782555775998	0.0784555230438144	nonDEG	OG0004180	K22136	bshC; bacillithiol synthase
cds2059	6.91283282825413	5.16967731104902	2.41517126216529	up	OG0003712		
cds206	3.74397293729087	4.43758890132495	1.14043172716218	nonDEG	OG0000427	K03630	radC; DNA repair protein RadC
cds2060	6.1505045959537	9.20631527247707	-2.27155213895978	down	OG0000978	K00940	ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]
cds2061	10.0226904545091	11.2548806798379	-0.384127734279919	nonDEG			
cds2062	7.19454697856845	6.76752701855988	1.25644096508365	nonDEG			
cds2063	4.08384219386678	5.19314042034615	-0.0973564274972486	nonDEG			
cds2065	7.95063471156939	5.55247459101324	3.34294820044693	up	OG0000653		
cds2066	4.76780014065296	6.91835330455839	-1.26969047669692	nonDEG	OG0000833	K03110	ftsY; fused signal recognition particle receptor
cds2068	4.01711395356941	5.21914125767991	-1.19608763085374	nonDEG	OG0000723	K02913	RP-L33; large subunit ribosomal protein L33
cds2069	6.41357973623324	7.82694151215239	-0.593136485670477	nonDEG	OG0001025	K02902	RP-L28; large subunit ribosomal protein L28
cds207	6.76270424312929	8.37266607431966	-0.735466021654994	nonDEG	OG0001580	K02558	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]
cds2070	5.16222357114943	6.97506536596006	-1.69260040676927	nonDEG	OG0000347	K03743	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
cds2071	5.42434225763845	4.81336152647652	1.01931336618942	nonDEG			
cds2072	4.76444891909832	6.03849138709289	-0.18585045097894	nonDEG	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
cds2073	5.4417655055972	5.92701837406937	-0.337701796478187	nonDEG	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
cds2074	6.31753889126026	7.47375420918023	-0.317419581661946	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds2075	5.15254090871596	4.95630929274448	0.475001753266396	nonDEG	OG0001466		
cds2076	4.39803408497203	2.87475746846738	2.09372716773306	nonDEG	OG0004705		
cds2078	6.74434290166115	3.12255869463384	3.56709647273364	up	OG0007087		
cds2079	6.26721709649557	5.10546228506822	2.04643776842934	up	OG0003202	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
cds208	7.34307921807195	11.1690939713649	-2.85375565712948	down	OG0004200		
cds2080	4.08066662576491	3.82543448034992	2.33234486078385	nonDEG	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
cds2081	4.09730159437368	3.74324026555048	1.71727167956245	nonDEG	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
cds2085	2.80594011086526	1.01807955829232	4.37451696354663	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
cds2087	3.69256753449898	2.11566080643758	3.29238960660243	nonDEG			
cds2089	3.83906526499226	2.11566080643758	3.6958195621679	nonDEG			
cds209	3.71381259669289	4.69585605490293	-1.75963083127568	nonDEG	OG0004768		
cds2090	3.8778496745504	3.70062330715874	2.90855747336193	nonDEG	OG0003203	K03328	TC.PST; polysaccharide transporter, PST family
cds2094	4.64170115649835	5.41533250910442	-0.00113481382427399	nonDEG	OG0004179		
cds2097	6.34839613319398	8.49962329629447	-1.17307479868666	nonDEG	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
cds2098	1.77521314135703	5.119009613234	-3.78542335913223	nonDEG	OG0000126	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
cds2099	2.25533297554091	5.42106893911516	-3.00017667005497	nonDEG	OG0007050		
cds21	3.95449226503458	5.33746022277152	-1.1172205574087	nonDEG	OG0001167	K07734	paiB; transcriptional regulator
cds210	5.32380622080253	6.66331442639827	-0.477697216199816	nonDEG	OG0000983	K03979	obgE; GTPase [EC:3.6.5.-]
cds2100	11.4463894232644	3.01807955829232	10.2523743179404	up			
cds2101	7.97612837564888	8.2594251732125	0.499317449604525	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds2102	7.96501775738087	7.61777594702096	1.14107381982709	nonDEG	OG0001330	K00798	MMAB; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
cds2103	7.17342057910736	5.7739574647628	2.13427102306026	up	OG0005454		
cds2104	8.55665109920197	10.9540866093708	-1.61496983275102	down	OG0000618	K03070	secA; preprotein translocase subunit SecA
cds2105	6.39301336119432	7.24260436697704	0.0327824418794249	nonDEG	OG0000302	K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
cds2106	4.62327634254258	6.52647375367949	-1.00084169778125	nonDEG	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
cds2107	8.18483490609849	10.4357537352732	-1.44595852202213	down	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
cds2108	7.4585831527625	6.90472993902238	1.31149685996071	nonDEG	OG0000185	K03455	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family
cds2109	10.1902167601153	8.37799068239506	2.67106923913917	up	OG0001408		
cds211	5.72998610365107	7.50099642723519	-0.962340785037425	nonDEG	OG0000137	K06189	corC; magnesium and cobalt transporter
cds2110	3.17917404529248	3.76302889375433	0.84564019255182	nonDEG	OG0000433	K07088	uncharacterized protein
cds2111	5.84853556384486	5.78567627990067	0.901458186203303	nonDEG	OG0001617		
cds2113	9.23566441446631	1.01807955829232	9.63581048807584	up	OG0001912	K19587	oqxR; Rrf2 family transcriptional regulator, repressor of oqxAB
cds2114	12.5083548868348	6.98184971994545	6.30882464929428	up	OG0001179	K07118	uncharacterized protein
cds2115	7.58699903046835	6.47834378390109	1.86690448255719	up	OG0004700	K07588	argK; LAO/AO transport system kinase [EC:2.7.-.-]
cds2116	4.90183295517674	7.68812932392763	-1.77452215736304	down	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
cds2118	5.41040219907358	5.89829949281946	0.384225158454404	nonDEG	OG0000466	K03327	TC.MATE; multidrug resistance protein, MATE family
cds2119	9.95875921438628	4.10820245400321	6.39139389607164	up	OG0003209		
cds212	9.56694706624338	9.0477863264249	1.29186073123354	up	NA	NA	NA
cds2120	8.28486127138122	5.64105582204384	3.2149012789711	up	OG0000483	K22468	ppk2; polyphosphate kinase [EC:2.7.4.1]
cds2121	2.44801413548541	3.86738044584618	-0.673722840954318	nonDEG			
cds2122	6.52268136021811	6.3031899542436	0.998568057294649	nonDEG	OG0005268		
cds2123	6.33207448696063	6.83014265503974	0.275131614809504	nonDEG	OG0000731	K01354	ptrB; oligopeptidase B [EC:3.4.21.83]
cds2124	5.01345533870836	4.3957012794199	1.16272233257004	nonDEG			
cds2125	4.49364620250369	4.53404711251285	0.688650528840491	nonDEG			
cds2126	3.74433703135583	3.0822762181068	2.0827903589746	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds2127	6.01776705231973	4.02052431872528	1.74261927279843	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds2128	4.95465660624786	3.95505858112411	1.73183312454394	nonDEG	OG0003542	K07114	yfbK; Ca-activated chloride channel homolog
cds2129	5.33666412236052	7.41175003082642	-0.793164455093189	nonDEG			
cds213	11.3065545953823	8.15155694898091	3.91850052390602	up	OG0000697		
cds2130	10.8771222747707	9.9916592365753	1.66108431805724	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds2131	10.3312553628555	8.33664672925351	2.79782631784317	up			
cds2132	4.84863134978394	6.20835464219806	-0.327140854661503	nonDEG	OG0000563	K06168	miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
cds2133	13.1041734248448	13.2203226406601	0.912104358092893	nonDEG			
cds2134	3.80959520392999	3.42673774755039	0.370935571379597	nonDEG	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
cds2135	7.91610474507507	8.5861946454752	0.181452339662016	nonDEG	OG0000246	K21064	ycsE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
cds2136	2.89069035877697	5.77040838336296	-3.49104992971499	nonDEG			
cds2137	7.39170541338354	6.9582181630868	1.18939305592221	nonDEG			
cds2138	6.84439352956407	7.25526367118479	0.368567938848335	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
cds2139	6.27039835405252	6.17584914022664	0.856743711902617	nonDEG	OG0003645	K01992	ABC-2.P; ABC-2 type transport system permease protein
cds214	8.94450987609949	4.26792506623606	4.99877118421766	up	OG0002227	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
cds2140	4.76780014065296	6.63652328757693	-1.09040068621424	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds2141	5.47401497281917	6.04006810439702	0.305919995718199	nonDEG	OG0000675	K03686	dnaJ; molecular chaperone DnaJ
cds2142	6.06291928533925	8.19215543130119	-1.26527164606143	nonDEG	OG0000755	K03687	GRPE; molecular chaperone GrpE
cds2143	5.54545467975275	7.01778414979029	-0.535083951896694	nonDEG	OG0000765	K01892	HARS; histidyl-tRNA synthetase [EC:6.1.1.21]
cds2144	3.86116944705054	4.62918118546693	0.558744060055699	nonDEG	OG0000308	K02004	ABC.CD.P; putative ABC transport system permease protein
cds2145	6.37493159909526	4.78567627990067	1.88762056777315	nonDEG	OG0000222	K02493	hemK; release factor glutamine methyltransferase [EC:2.1.1.297]
cds2146	7.27889047844096	6.34419796306802	1.49639899784045	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
cds2147	6.55046360447748	6.50938025203159	0.912089939630291	nonDEG	OG0000617	K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
cds2148	5.88122481171504	7.03233230734325	-0.365681159329961	nonDEG	OG0001774	K20866	yihX; glucose-1-phosphatase [EC:3.1.3.10]
cds2149	3.72595651329167	2.81671274803116	1.69510550453551	nonDEG	OG0001077		
cds215	5.24396672701476	5.80166025949122	0.165487389843845	nonDEG			
cds2150	5.47055925137367	3.28839191445745	2.38277085416472	nonDEG	OG0001328	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
cds2151	8.03248141518733	9.66513983302016	-0.880569825979785	nonDEG	OG0000857	K02313	dnaA; chromosomal replication initiator protein
cds2152	6.5553704608841	8.38412168371899	-1.0473488206286	nonDEG	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
cds2153	5.2002982772278	7.11949638768504	-1.60651697292591	nonDEG	OG0004672	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
cds2154	3.84258478654287	7.26581221339028	-2.62023357885348	down	OG0000442	K03832	tonB; periplasmic protein TonB
cds2155	5.65168906792119	8.26698489321527	-1.77643770655948	down	OG0000683	K14287	ybdL; methionine transaminase [EC:2.6.1.88]
cds2156	6.11644013184943	4.85980708701282	2.15765591339645	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds2157	5.3352686439301	6.25735544632695	-0.788741360915821	nonDEG	OG0003212	K00876	udk; uridine kinase [EC:2.7.1.48]
cds2158	3.83798913596618	5.807865485547	-0.38731033675577	nonDEG	OG0005612		
cds2159	9.09634378730595	7.79245011888801	1.99377437715959	up	OG0002572	K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
cds216	8.9567834698039	10.646890948842	-0.803050885333264	nonDEG	OG0000847	K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
cds2160	6.20508200893954	6.15280374241205	0.899632259171907	nonDEG	OG0002572	K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
cds2161	8.50686083446729	4.3957012794199	5.15287329790501	up			
cds2162	4.94717489073959	5.45765679452368	0.436981753998163	nonDEG	OG0000986	K07082	UPF0755 protein
cds2163	3.91629702298459	5.39969215997526	-1.3642596141967	nonDEG	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
cds2164	6.33465925108527	7.03432773903182	0.107886031854643	nonDEG	OG0000805	K01778	dapF; diaminopimelate epimerase [EC:5.1.1.7]
cds2165	11.5544659652586	8.03432773903182	4.35303654486338	up	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
cds2166	4.59154564652666	3.65183268308611	1.74126105312035	nonDEG	OG0002422	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
cds2168	8.13968182755544	7.45150732803048	1.89134909624512	up	OG0000588	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
cds2169	8.50091909140068	10.6274884924499	-1.35811475795474	down	OG0005542		
cds217	4.34195548214332	5.61287798530662	-0.494669793980029	nonDEG	OG0000848	K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
cds2170	8.91819034981126	7.70095084409269	2.15448783305389	up	OG0000343		
cds2171	3.64601283230324	3.72783422980863	0.700334078929351	nonDEG			
cds2174	5.1222937809268	5.08247983382906	0.271396826341599	nonDEG	OG0005319		
cds2175	4.21375668690509	4.06236794608657	1.11222942208542	nonDEG			
cds2176	4.65182570617952	5.85114201750184	-0.303097270630298	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
cds218	8.00344525597688	3.15183268308611	6.33485176173512	up			
cds2180	4.70030251935338	2.72783422980863	3.8860037707867	up	OG0001183	K01547	kdpB; K+-transporting ATPase ATPase B chain [EC:3.6.3.12]
cds2182	4.55320377341247	2.76007108088373	2.75988559972178	nonDEG	OG0005501		
cds2183	5.55564807148932	2.95505858112411	3.21973299295792	up	OG0000883	K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
cds2184	5.93397241618985	4.48337941469783	1.9342549055246	nonDEG	OG0001800	K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
cds2186	5.98930608430224	5.41268026782831	1.36202458222455	nonDEG	OG0004158		
cds2187	6.59481673564168	4.41916438871703	2.84537689677342	up	OG0000478	K02346	dinB; DNA polymerase IV [EC:2.7.7.7]
cds2188	7.60240871998488	6.58307301169537	1.74074028571912	up	OG0004692	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
cds2189	6.76981530989513	2.95505858112411	4.04390391444301	up	OG0000172	K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
cds219	8.91938451304583	9.31684815384937	0.3811493896027	nonDEG	OG0000374	K01414	prlC; oligopeptidase A [EC:3.4.24.70]
