	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds1711	7.08097988637895	9.67422170108432	-1.98079706006847	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds1712	7.08067847718891	7.59874143914795	0.244570438494277	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds1713	5.26377858783459	5.66024050390799	-0.544715588507353	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds1714	5.03034037243536	6.2441828340735	-0.912862092477353	nonDEG	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
cds1715	4.59458343863493	5.07667393550798	-1.33523372430741	nonDEG	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
cds1716	4.85761784446872	3.91402792006588	-0.136683669380494	nonDEG	OG0003597	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds1717	2.27265534374757	3.74585508569097	-1.39958997239722	nonDEG	OG0001463		
cds1718	4.57899860487536	5.19648405945936	0.227773405256343	nonDEG	OG0000029	K16235	mmuP; S-methylmethionine transporter
cds1719	4.96276058079454	4.76151198853428	0.366844802968206	nonDEG	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
cds172	7.31512188969856	9.07077532524176	-0.380385121861712	nonDEG	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]
cds1720	6.29895571713483	7.08127847632741	-0.271943349869049	nonDEG	OG0000608	K03207	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]
cds1721	7.35071512562746	4.95084179590676	2.9492145013664	up	OG0001449	K03517	nadA; quinolinate synthase [EC:2.5.1.72]
cds1722	4.46276058079454	4.87084193775913	-0.20987084299346	nonDEG	OG0000215	K00278	nadB; L-aspartate oxidase [EC:1.4.3.16]
cds1723	5.55151121814471	4.06884448453386	2.33004094568372	nonDEG	OG0000898	K00767	nadC; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
cds1724	4.73208696238486	2.35420122023073	0.980272459169452	nonDEG	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
cds1725	4.78455572502486	4.89766693698606	0.855711018777803	nonDEG			
cds1726	6.02754284591104	6.30013350593972	-0.993606627053112	nonDEG	OG0002301	K09164	uncharacterized protein
cds1727	6.19276602286901	3.81939626576829	3.59513017299089	up			
cds1728	4.27265534374757	5.26025651590989	-1.61303906431473	nonDEG	OG0000385		
cds1729	5.76445741972874	2.64169279444492	2.95362063128461	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds173	7.20183657950719	6.52476485131071	1.46808982751331	nonDEG	OG0001152	K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
cds1730	10.6806050054775	8.2911872146694	3.20571362415572	up	OG0001607		
cds1732	6.24231404998739	5.45584177675796	1.71214234448007	nonDEG	OG0007440		
cds1733	5.21994265136788	5.34771709934201	1.03041976562378	nonDEG			
cds1736	6.48981530922327	1.42392699080361	6.16718943516403	up	OG0003633		
cds1737	7.55155541632929	7.96484202276436	0.427385881256255	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
cds1738	9.19445589286257	10.1445921992315	-0.135572942609832	nonDEG	OG0000499	K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
cds1739	6.72441488596694	9.2530815243597	-1.6726476758035	down	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
cds174	5.7074756172732	8.39247166302343	-1.87800693033315	down	OG0004011		
cds1740	10.2258271595621	3.44402144522847	7.47521427133697	up	OG0002292		
cds1741	5.90712754154009	5.50460492417484	1.28328574948494	nonDEG	OG0000593	K03564	BCP; peroxiredoxin Q/BCP [EC:1.11.1.15]
cds1742	6.73721605673405	8.03583937965097	-0.469894351321032	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds1743	5.27265534374757	2.90215328348897	0.840898669364347	nonDEG			
cds1744	5.44976297652807	4.46000542481902	1.12619967721217	nonDEG	OG0000710	K21430	yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
cds1745	10.5435512699862	7.93338427215106	3.63194541595811	up			
cds1746	4.75524183115512	4.94097586325089	0.985334324604363	nonDEG	OG0003122		
cds1747	10.7579056163765	9.8357970454172	1.74691447251909	up	OG0000644	K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
cds1748	9.63977861622355	8.57933188412245	1.89044363937533	up	OG0000264	K01652	E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
cds1749	8.30678516810895	7.75212160606298	1.36113670339106	nonDEG	OG0001440	K01653	E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]
cds175	6.16529508244902	5.64522106945122	1.36880782575547	nonDEG	OG0006170		
cds1750	9.69238345556185	9.53852776819205	1.0297443281509	nonDEG	OG0001210	K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
cds1751	9.27458437387063	9.18078505724781	0.964766117227401	nonDEG	OG0000425	K00058	serA; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
cds1752	7.81035448345153	9.94679115573388	-1.33995119655938	down	OG0004762		
cds1753	6.02130819685727	7.75149681328626	-0.92568116637483	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds1754	7.85860193344488	8.73381013535771	-0.0123787507649791	nonDEG	OG0000914	K01874	MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
cds1758	9.65570246118759	4.45979001682126	5.98795811168551	up	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
cds1759	8.64293519825816	8.8554500362615	0.599292827895321	nonDEG	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
cds176	10.5662064374891	11.3822818698427	-0.00416143438439045	nonDEG	OG0000715	K01624	FBA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
cds1761	5.89081852081046	6.73865447426235	0.155111308740729	nonDEG	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
cds1762	6.46902062790789	7.54824487129309	-0.173094024693929	nonDEG	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
cds1763	8.05790245225444	9.09618191453122	-0.19930021667021	nonDEG	OG0000792	K01885	EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]
cds1764	4.18902360439459	6.55822742977999	-1.10975769291008	nonDEG	OG0000464	K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
cds1765	6.98142711452411	2.51355031916561	5.29525513114312	up			
cds1766	6.95234401444975	6.58458765607522	1.31470023472105	nonDEG	OG0004198	K03595	era; GTPase
cds1767	4.44258034518988	5.58801130023303	-1.79432503412158	nonDEG	OG0004198	K03595	era; GTPase
cds1768	6.02680121230797	4.61776707959873	2.52250857049556	nonDEG	OG0004489		
cds1769	6.89783905931974	5.00170605534381	2.81204301341676	up	OG0004648		
cds177	7.53949739981207	8.19686329507264	0.360069009110972	nonDEG	OG0002418		
cds1770	10.5525452496727	7.0067299873606	4.43870860133905	up	OG0000485	K01703	leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
cds1771	5.59911049261786	3.16135580971016	3.38587096992081	up	OG0000574	K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
cds1772	7.89343068555445	3.30567561213553	5.19258596710518	up			
cds1774	5.91565996773291	6.12844553546344	0.759023275857885	nonDEG	OG0000079	K05825	LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]
cds1775	9.52955631822842	10.0815697955277	0.249175593356452	nonDEG	OG0000602	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
cds1776	6.8243531474993	6.91456826048915	0.748333187771364	nonDEG	OG0000889	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
cds1777	5.94976297652807	7.84009561359985	-1.50429783674739	nonDEG	OG0000888	K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
cds1778	4.08128017944497	6.65336150273407	-2.18711450501068	nonDEG	OG0000504	K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
cds1779	5.25524183115512	6.79144390205053	-1.32979763230451	nonDEG	OG0006150		
cds178	9.67538338944982	9.22852072734391	1.24098246563087	up	OG0002798	K02566	nagD; NagD protein
cds1780	6.69818260641473	6.24931216214769	1.36195611724722	nonDEG	OG0001239		
cds1781	6.08672433751633	4.93932272189464	1.97613058713251	nonDEG	OG0001217	K00946	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]
cds1782	8.61478364916899	7.97658515682151	1.48360455385848	nonDEG	OG0005729	K07030	uncharacterized protein
cds1783	6.99497444268989	7.68696246664737	0.186963843892303	nonDEG	OG0000846	K03655	recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
cds1784	5.08001026580517	2.75920551722102	1.28408586647769	nonDEG	OG0000834	K08316	rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
cds1785	5.46411588107955	0.556762079304479	6.22838316895014	up	OG0005698	K02051	ABC.SN.S; NitT/TauT family transport system substrate-binding protein
cds1786	4.93579504750583	4.81571015677187	1.07914800582517	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds1787	5.95172878025413	4.65918607072715	1.26904994281399	nonDEG	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]
cds1788	6.45056855291377	6.23796788740107	1.07224210212787	nonDEG	OG0000683	K14287	ybdL; methionine transaminase [EC:2.6.1.88]
cds1789	8.21937670143048	7.23232032061006	1.77662085457326	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds179	5.52981287540408	5.31885173353107	1.26741888661039	nonDEG	OG0001141	K06889	uncharacterized protein
cds1790	6.6666767401533	5.79118032388719	1.66017139865694	nonDEG	OG0000835	K00954	E2.7.7.3A; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
cds1791	6.27838163324638	7.96521487286329	-0.7185514437002	nonDEG	OG0004433	K07040	uncharacterized protein
cds1792	2.27265534374757	5.17264362699892	-3.35564887072897	nonDEG	OG0006149	K02911	RP-L32; large subunit ribosomal protein L32
cds1793	4.64404562048689	6.87094503527201	-1.81366773673258	nonDEG	OG0001059	K03685	rnc; ribonuclease III [EC:3.1.26.3]
cds1794	6.27466236995154	7.37217592501507	-0.261890643439731	nonDEG	OG0000461	K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
cds1795	3.65326120906051	3.63142930403718	0.00436454985039932	nonDEG	OG0000681	K22320	oleD; 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
cds1796	5.91651153352229	5.6754876894766	-0.536653173137762	nonDEG	OG0004474	K22319	oleC; olefin beta-lactone synthetase [EC:6.1.3.1]
cds1797	5.49426547955744	4.87056690295212	1.20837547680402	nonDEG	OG0004484	K22317	oleA; acyl-CoA:acyl-CoA alkyltransferase [EC:2.3.3.20]
cds1798	8.12788150722139	8.22249420201166	0.720887109997607	nonDEG	OG0001250	K03529	smc; chromosome segregation protein
cds1799	5.16514704540092	6.48435511395624	0.274127853881891	nonDEG	OG0000833	K03110	ftsY; fused signal recognition particle receptor
cds18	8.30413558373712	9.97879130734414	-0.7894904072216	nonDEG	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
cds180	6.70516914595994	5.43611813897431	2.15082405724831	up			
cds1800	4.12372462823822	5.41245034853045	-1.00925835180568	nonDEG	OG0000248	K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
cds1801	10.4715496461787	2.28007041311858	8.88427550270811	up	OG0000465	K03320	amt; ammonium transporter, Amt family
cds1802	6.77063488356111	4.00040103867602	3.4776503143605	up	OG0000842	K04752	glnK; nitrogen regulatory protein P-II 2
cds1803	6.36835523038606	5.84981289408508	1.45901375995889	nonDEG	OG0000236	K00036	G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
cds1804	7.51035020033304	9.23927934987437	-0.879266477109941	nonDEG	OG0000974	K03106	SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]
cds1805	6.18544112611659	5.71883092370066	1.17645375828314	nonDEG			
cds1806	7.36289041763584	6.60805163104556	1.62527719048636	nonDEG	OG0000775		
cds1807	7.30827632696872	5.0441776240526	3.42758290437638	up	OG0003639	K07104	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]
cds1808	5.91651153352229	5.8674695652645	-0.662698942653381	nonDEG			
cds1809	6.55327598470121	9.96554083915263	-2.58431852192809	down	OG0001114	K02959	RP-S16; small subunit ribosomal protein S16
cds181	7.42048688535051	6.67129612521972	0.97252552157033	nonDEG	OG0003633		
cds1810	5.17954593935609	6.30459832212015	-1.8775920519533	nonDEG	OG0005096	K06960	uncharacterized protein
cds1812	4.64404562048689	5.37375193563983	-0.579649214528559	nonDEG	OG0000972	K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
cds1813	1.27265534374757	7.89375568482701	-6.87488095785368	down	OG0000971	K02884	RP-L19; large subunit ribosomal protein L19
cds1814	4.94574245942109	6.2227972698778	-1.08024488675627	nonDEG	OG0000380	K03100	lepB; signal peptidase I [EC:3.4.21.89]
cds1815	6.91669527135551	6.69665144200347	1.04624024748512	nonDEG	OG0000380	K03100	lepB; signal peptidase I [EC:3.4.21.89]
cds1816	5.8142252565042	4.36899926001688	1.65267975597061	nonDEG	OG0000874	K03470	rnhB; ribonuclease HII [EC:3.1.26.4]
cds1817	9.50670049492263	7.194306109321	3.08959633908522	up	OG0006148		
cds182	7.19346449553641	8.36478264448532	-0.333591658982713	nonDEG	OG0000724	K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
cds1821	5.24566527154203	5.96941901700434	0.556646174196785	nonDEG	OG0000148	K03733	xerC; integrase/recombinase XerC
cds1822	7.10504594695292	6.75452720275799	1.31659089718485	nonDEG	OG0006143		
cds1823	8.14222936597773	9.59416454724339	-0.627762737283475	nonDEG	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
cds1824	10.5409768189927	11.9943604482352	-0.710067793544075	nonDEG	OG0000688	K02078	acpP; acyl carrier protein
cds1825	9.44822429613067	11.1809178597865	-0.952497873212341	nonDEG	OG0000180	K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
cds1826	5.89081852081046	9.21935776382687	-1.68145594155072	nonDEG	OG0000424	K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
cds1827	6.88289579883281	6.72436232350281	0.98459266940278	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
cds1828	9.52028161154285	11.0993869567409	-0.726906319951116	nonDEG	OG0001146	K00163	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
cds1829	7.88179614513328	7.90437351284149	0.758898160989582	nonDEG			
cds183	4.80500966793058	2.2308846836473	2.283201172444	nonDEG	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
cds1830	5.59458343863493	4.90812725282139	-0.175561875001902	nonDEG	OG0000393	K03386	PRDX2_4; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
cds1831	5.95082434401534	5.68484345338551	1.01782503196879	nonDEG	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
cds1833	6.89717175773079	5.1092759992056	2.61370945374706	up	OG0001332	K19776	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
cds1834	6.72879125619982	8.22112258458485	-0.68587742954821	nonDEG	OG0000475	K00033	PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
cds1835	6.39085011041515	7.55637760175367	-0.437954815516182	nonDEG	OG0000355	K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]
cds1836	8.78817867734261	10.6836904378035	-1.07757344977697	nonDEG	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]
cds1837	9.3074890263867	6.21149535653184	3.89147796409738	up	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
cds1838	7.71881369008186	7.60614337060843	0.972116845577211	nonDEG	OG0001999		
cds1839	6.49848037873425	6.5525121231032	0.770497182009604	nonDEG	OG0003968	K07164	uncharacterized protein
cds184	5.3142252565042	2.52572561117398	2.98099239983212	nonDEG	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
cds1840	3.05908311976574	4.9958996172261	-1.00610382502207	nonDEG	OG0001562	K09861	uncharacterized protein
cds1841	7.52665821547147	4.70510036126062	3.83273696504347	up	OG0000548	K07192	FLOT; flotillin
cds1842	8.48115235251742	10.3558062867562	-1.21208280655426	nonDEG	OG0002422	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
cds1843	6.79721061438469	5.77231914776507	1.90093910151251	nonDEG			
cds1844	5.35156437012632	3.43804747589605	1.87990085827319	nonDEG	OG0004014		
cds1845	4.65286581784151	2.91570061165476	0.100712772647065	nonDEG	OG0001305	K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]
cds1847	6.90475857937534	8.77328100354782	-0.97615768119686	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
cds1848	6.49600636182094	8.11585292040655	-0.031721228566629	nonDEG	OG0001696	K13288	orn; oligoribonuclease [EC:3.1.-.-]
cds1849	6.65633897905344	7.57472588636039	-0.0703927314932893	nonDEG			
cds1850	5.91651153352229	2.35420122023073	2.49254944267289	nonDEG			
cds1852	10.2317958053624	10.8833969026775	0.207569641840005	nonDEG	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
cds1853	6.54796213674487	6.25300930042369	1.09585510640675	nonDEG	OG0001704	K10805	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
cds1854	4.25524183115512	3.64569092620278	0.636465577893431	nonDEG	OG0006238		
cds1855	7.99439076208686	8.25123614324457	0.575563899756821	nonDEG	OG0003601	K06886	glbN; hemoglobin
cds1856	7.20491335485837	8.26480751370912	-0.109561006781102	nonDEG	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
cds1857	4.70516914595994	2.53564139230534	3.06475762066257	nonDEG	OG0003628		
cds1858	4.69896391990416	4.99552258988655	0.445374280387181	nonDEG	OG0002087		
cds1859	6.5630191765895	9.30669685416457	-1.78586441708263	down	OG0000746	K01256	pepN; aminopeptidase N [EC:3.4.11.2]
cds186	2.85761784446872	4.32316475210024	-1.97716196942687	nonDEG			
cds1860	5.85761784446872	5.19836624717307	-0.112651101621781	nonDEG	OG0004453		
cds1861	6.0344393429573	6.86550231197068	0.0311352595791165	nonDEG	OG0001887	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
cds1862	4.73208696238486	4.84765370606135	-0.788153148111945	nonDEG	OG0000461	K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
cds1863	9.61241583069762	11.8246903516371	-1.39849316160779	down	OG0001005	K03545	tig; trigger factor
cds1864	11.7193099482283	11.5534199801133	0.953967413480623	nonDEG	OG0000451	K01358	clpP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
cds1865	10.8240523407174	10.335894927426	1.30621279659532	up	OG0000451	K01358	clpP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
cds1866	9.858093617822	10.0433415756507	0.6159648280141	nonDEG	OG0000705	K03544	clpX; ATP-dependent Clp protease ATP-binding subunit ClpX
cds1867	8.88002684814831	7.49935178103238	2.18051953788813	up	OG0006236		
cds1868	4.85569027106126	3.47838594288318	2.15066058026162	nonDEG	OG0000216		
cds1869	9.3811112359066	10.3490899231841	-0.140167034613027	nonDEG	OG0000663	K01873	VARS; valyl-tRNA synthetase [EC:6.1.1.9]
cds1870	6.05665174063407	5.60262593803116	1.42632502753207	nonDEG	OG0005798		
cds1871	7.65575215976529	7.08438407935818	1.48188728517488	nonDEG	OG0000323	K05886	sdh; serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]
