	D36E_col_1	D36E_col_2	D36E_col_3	D36E_vitro_1	D36E_vitro_2	D36E_vitro_3
"PSPTO_1558-alcohol dehydrogenase, class III "	68	146	300	356	120	193
PSPTO_1559-esterase 	6	33	153	555	401	473
"PSPTO_1560-2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase "	11	18	71	123	151	144
PSPTO_1561-hypothetical protein 	2	2	21	97	103	53
PSPTO_1562-stationary-phase survival protein SurE 	3	0	22	112	81	137
PSPTO_1563-protein-L-isoaspartate O-methyltransferase 	3	12	54	243	208	243
PSPTO_1564-lipoprotein NlpD 	10	38	40	230	255	289
PSPTO_1565-RNA polymerase sigma-38 factor 	17	64	215	189	180	154
PSPTO_1566-hypothetical protein 	0	0	0	0	1	0
PSPTO_1567-hypothetical protein 	0	0	0	0	2	0
PSPTO_1568-type III effector HopAF1 	0	0	0	0	0	0
PSPTO_1570-hypothetical protein 	0	0	13	21	18	26
PSPTO_1571-hypothetical protein 	15	16	79	120	127	203
PSPTO_1572-hypothetical protein 	0	0	5	7	8	6
PSPTO_1573-hypothetical protein 	0	0	3	9	9	22
PSPTO_1574-mechanosensitive ion channel family protein 	3	9	29	96	44	67
PSPTO_1575-hypothetical protein 	1	5	29	51	88	92
PSPTO_1576-hypothetical protein 	0	0	2	0	4	2
PSPTO_1577-hypothetical protein 	12	30	109	285	190	282
PSPTO_1578-LysR family transcriptional regulator 	17	68	136	61	61	61
PSPTO_1579-major facilitator family transporter 	0	0	20	9	6	6
PSPTO_1580-hypothetical protein 	12	20	52	58	33	47
PSPTO_1581-hypothetical protein 	4	10	79	66	90	94
PSPTO_1582-short-chain dehydrogenase/reductase family oxidoreductase 	1	0	7	35	27	33
PSPTO_1583-hypothetical protein 	12	30	100	146	99	244
PSPTO_1584-alcohol dehydrogenase 	2	0	0	8	13	7
PSPTO_1585-hypothetical protein 	0	0	38	28	26	27
PSPTO_1586-hypothetical protein 	0	0	0	2	4	1
PSPTO_1587-ATP-dependent RNA helicase SrmB 	18	70	251	625	424	468
PSPTO_1588-hypothetical protein 	21	59	261	48	72	45
PSPTO_1589-lipoprotein 	13	5	23	73	26	49
PSPTO_1590-hypothetical protein 	32	90	442	618	528	574
PSPTO_1591-hypothetical protein 	0	0	1	0	1	0
PSPTO_1592-hypothetical protein 	29	40	202	556	559	751
PSPTO_1593-hypothetical protein 	6	41	129	106	53	67
PSPTO_1594-hypothetical protein 	19	18	117	4	5	11
PSPTO_1595-hypothetical protein 	0	7	12	3	2	13
PSPTO_1596-hypothetical protein 	2	6	38	5	6	19
PSPTO_1597-ribonuclease BN 	8	30	80	242	271	267
PSPTO_1598-polypeptide deformylase 	13	42	140	93	130	123
PSPTO_1599-GNAT family acetyltransferase 	0	0	11	19	33	15
PSPTO_1600-ABC transporter periplasmic substrate-binding protein 	37	88	342	100	103	120
PSPTO_1601-hypothetical protein 	1	17	16	33	26	47
PSPTO_1602-cytosine deaminase 	17	16	63	60	44	47
PSPTO_1603-hypothetical protein 	7	13	26	14	12	18
PSPTO_1604-hydrolase 	46	74	385	306	447	525
PSPTO_1605-sensory box histidine kinase 	18	59	229	300	341	425
PSPTO_1606-sensor histidine kinase 	12	37	119	164	179	229
PSPTO_1607-hypothetical protein 	39	99	202	223	228	452
PSPTO_1608-hypothetical protein 	39	82	164	249	51	64
PSPTO_1609-hypothetical protein 	781	1755	7287	302	360	236
PSPTO_1610-TonB-dependent siderophore receptor 	7	0	28	38	42	62
PSPTO_1611-hypothetical protein 	0	0	0	3	0	2
PSPTO_1612-major facilitator family transporter 	1	7	50	21	51	42
PSPTO_1613-LuxR family transcriptional regulator 	1	0	2	3	5	11
PSPTO_1614-hypothetical protein 	0	0	13	40	10	12
PSPTO_1615-hypothetical protein 	6	2	25	60	49	63
PSPTO_1616-diguanylate cyclase 	7	5	47	122	118	93
PSPTO_1617-major facilitator family transporter 	4	4	57	46	51	54
PSPTO_1618-LysR family transcriptional regulator 	9	26	82	170	176	138
PSPTO_1619-hypothetical protein 	12	32	180	739	435	605
PSPTO_1620-hypothetical protein 	10	21	80	207	202	233
PSPTO_1621-hypothetical protein 	32	44	144	388	215	396
PSPTO_1622-hypothetical protein 	1	2	0	36	48	36
PSPTO_1623-hypothetical protein 	26	75	177	107	20	60
PSPTO_1624-sodium:solute symporter family protein 	272	587	1439	1242	768	923
PSPTO_1625-hypothetical protein 	17	39	152	40	24	12
PSPTO_1626-hypothetical protein 	0	0	1	0	5	1
PSPTO_1627-short chain dehydrogenase 	9	13	46	62	23	45
PSPTO_1628-hypothetical protein 	0	0	0	0	1	1
PSPTO_1629-carbon storage regulator 	0	0	0	0	4	5
PSPTO_1630-hypothetical protein 	16	18	80	218	153	253
PSPTO_1631-hypothetical protein 	90	181	401	33	20	39
PSPTO_1632-GNAT family acetyltransferase 	141	310	1031	127	97	85
PSPTO_1633-asparagine synthetase 	147	421	1446	146	134	165
PSPTO_1634-hypothetical protein 	0	12	5	69	39	23
PSPTO_1635-hypothetical protein 	9	5	71	81	50	71
PSPTO_1636-hypothetical protein 	10	10	19	77	48	75
PSPTO_1637-ABC transporter permease 	4	26	63	162	183	123
PSPTO_1638-ABC transporter ATP-binding protein 	7	37	70	191	206	283
PSPTO_1639-bifunctional tRNA (mnm(5)s(2)U34)-methyltransferase/FAD-dependent cmnm(5)s(2)U34 oxidoreductase 	5	9	80	153	184	215
PSPTO_1640-hypothetical protein 	26	60	155	70	57	113
PSPTO_1641-hypothetical protein 	0	11	19	0	3	3
PSPTO_1642-hypothetical protein 	2	0	7	17	15	17
PSPTO_1643-hypothetical protein 	14	84	173	513	535	744
PSPTO_1644-ATP-dependent DNA helicase RecQ 	55	110	556	1328	1103	1455
PSPTO_1645-MarR family transcriptional regulator 	45	118	368	483	533	634
PSPTO_1646-LysM domain-containing protein 	37	108	302	568	396	800
PSPTO_1647-lipoprotein 	1	4	6	15	13	20
PSPTO_1648-aerotaxis receptor 	18	46	163	407	329	403
PSPTO_1649-autotransporter 	1	0	12	15	13	34
PSPTO_1650-autotransporter 	0	5	4	14	10	18
PSPTO_1651-hypothetical protein 	6	1	41	98	130	159
PSPTO_1652-hypothetical protein 	1	0	1	0	0	0
PSPTO_1653-hypothetical protein 	9	22	57	256	226	342
PSPTO_1654-hypothetical protein 	5	8	21	201	170	236
PSPTO_1655-hypothetical protein 	4	5	22	16	52	80
PSPTO_1656-hypothetical protein 	18	93	242	305	247	358
PSPTO_1657-hypothetical protein 	24	23	154	354	327	371
"PSPTO_1658-ISPsy4, transposition helper protein "	0	0	0	1	0	0
"PSPTO_1659-ISPsy4, transposase "	0	0	0	0	0	0
PSPTO_1660-helicase/SNF2 family domain protein 	27	75	283	631	550	743
PSPTO_1661-ribonucleotide-diphosphate reductase subunit beta 	15	57	176	598	287	411
PSPTO_1662-hypothetical protein 	0	0	0	2	0	0
PSPTO_1663-GNAT family acetyltransferase 	7	0	17	13	29	23
PSPTO_1664-hypothetical protein 	0	3	9	11	9	20
PSPTO_1665-hypothetical protein 	0	0	0	0	1	2
PSPTO_1666-Crp/Fnr family transcriptional regulator 	5	0	10	14	4	13
PSPTO_1667-universal stress protein family 	1	0	9	171	134	171
PSPTO_1668-hypothetical protein 	0	0	0	0	0	0
PSPTO_1669-propionate kinase 	0	0	3	97	143	150
PSPTO_1670-xylulose-5-phosphate/fructose-6-phosphate phosphoketolase 	1	10	11	38	43	53
PSPTO_1671-ribonucleotide-diphosphate reductase subunit alpha 	76	177	614	1628	1104	1370
PSPTO_1672-DNA-binding response regulator 	1	3	13	53	53	82
PSPTO_1673-sensor histidine kinase 	0	3	8	17	15	28
PSPTO_1674-ferric iron reductase protein FhuF 	0	0	4	34	17	36
PSPTO_1675-siderophore biosynthesis protein 	13	48	158	359	405	629
PSPTO_1676-hypothetical protein 	0	0	24	77	87	74
PSPTO_1677-dienelactone hydrolase family protein 	48	62	280	229	112	207
PSPTO_1678-hypothetical protein 	6	6	18	9	25	21
PSPTO_1679-transcriptional regulatory protein PhoP 	7	5	71	39	36	34
PSPTO_1680-sensor protein PhoQ 	7	7	59	115	237	192
PSPTO_1681-hypothetical protein 	1	7	7	18	24	30
PSPTO_1682-C4-dicarboxylate transport protein 	116	292	1116	678	533	512
"PSPTO_1683-peptidase, SprT family "	25	24	186	824	637	1057
PSPTO_1684-hypothetical protein 	24	34	210	344	255	326
PSPTO_1685-hypothetical protein 	14	15	95	52	54	77
PSPTO_1686-trp repressor binding protein 	25	1	63	95	55	46
PSPTO_1687-arsenate reductase 	32	24	186	102	80	160
PSPTO_1688-thioredoxin 	6	26	47	57	36	49
PSPTO_1689-lipoprotein 	0	15	41	39	48	39
PSPTO_1690-hypothetical protein 	11	23	42	65	60	73
PSPTO_1691-sensor histidine kinase/response regulator GacS 	25	19	105	239	222	239
PSPTO_1692-cysteine synthase B 	5	13	41	98	21	82
PSPTO_1693-23S rRNA m(5)U1939 methyltransferase 	10	4	33	79	59	47
PSPTO_1694-GTP pyrophosphokinase 	100	163	804	1017	815	1044
PSPTO_1695-nucleoside triphosphate pyrophosphohydrolase 	20	24	71	165	131	185
PSPTO_1696-hypothetical protein 	3	6	66	110	77	106
PSPTO_1697-hypothetical protein 	762	1632	6272	1363	1638	1990
PSPTO_1698-hypothetical protein 	228	524	1826	4642	3820	5930
PSPTO_1699-phosphoribosylglycinamide formyltransferase 	31	45	318	431	330	407
PSPTO_1700-phosphoribosylformylglycinamidine cyclo-ligase 	48	70	407	667	474	633
PSPTO_1701-hypothetical protein 	13	15	87	160	152	168
PSPTO_1702-permease 	6	3	22	71	55	59
PSPTO_1703-DNA replication initiation factor 	26	42	80	304	223	268
PSPTO_1704-NAD-dependent deacetylase 	8	0	49	220	182	197
PSPTO_1705-NLP/P60 family protein 	159	367	1320	1033	859	1123
PSPTO_1706-lipoprotein 	12	10	92	87	68	130
PSPTO_1707-L-sorbosone dehydrogenase 	144	329	940	144	130	100
PSPTO_1708-cob(I)alamin adenosyltransferase 	2	3	46	62	44	97
"PSPTO_1709-cobyrinic acid a,c-diamide synthase "	9	4	41	179	157	189
PSPTO_1710-nitroreductase family protein 	0	2	3	56	69	83
PSPTO_1711-cobalamin biosynthesis protein CobD 	0	0	10	167	232	278
PSPTO_1712-cobalamin biosynthesis protein CobC 	0	1	17	128	178	218
PSPTO_1713-cobyric acid synthase 	3	0	25	129	222	256
PSPTO_1714-cobinamide kinase/cobinamide phosphate guanylyltransferase 	0	0	12	93	120	132
PSPTO_1715-nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	6	3	46	128	148	155
PSPTO_1716-alpha-ribazole-5'-phosphate phosphatase 	3	2	0	79	78	92
PSPTO_1717-cobalamin (5'-phosphate) synthase 	0	11	10	40	76	85
PSPTO_1718-transporter 	0	0	16	43	67	34
PSPTO_1719-glutathione peroxidase 	33	50	171	118	53	104
PSPTO_1720-outer membrane protein 	360	756	2323	3329	1552	2229
PSPTO_1721-hypothetical protein 	42	166	515	642	610	618
PSPTO_1722-hypothetical protein 	13	20	65	293	277	292
PSPTO_1723-hypothetical protein 	0	0	2	9	1	8
PSPTO_1724-hypothetical protein 	0	6	25	72	70	57
PSPTO_1725-hypothetical protein 	100	263	1610	849	819	706
PSPTO_1726-hypothetical protein 	2	6	23	37	22	51
PSPTO_1727-hypothetical protein 	3	0	22	48	19	29
PSPTO_1728-hypothetical protein 	0	0	5	54	48	46
PSPTO_1729-membrane protein 	5	3	43	215	177	234
"PSPTO_1730-NAD(P)H dehydrogenase, quinone family "	43	108	417	279	287	354
PSPTO_1731-class II fumarate hydratase 	44	104	400	166	195	222
PSPTO_1732-hypothetical protein 	217	577	1912	1636	1201	1746
PSPTO_1733-bolA protein 	1	15	45	123	133	139
PSPTO_1734-putative rhodanese-related sulfurtransferase 	8	32	108	289	275	298
PSPTO_1735-hypothetical protein 	4	1	32	251	217	250
PSPTO_1736-ABC transporter ATP-binding protein/permease 	9	18	85	255	338	315
PSPTO_1737-sensory box/GGDEF domain/EAL domain-containing protein 	10	26	134	313	381	440
PSPTO_1738-hypothetical protein 	9	21	46	129	130	142
PSPTO_1739-diguanylate cyclase 	48	146	417	220	227	308
PSPTO_1740-putative oxoacyl-(acyl carrier protein) reductase 	15	41	72	96	81	90
PSPTO_1741-phosphoglycolate phosphatase 	66	86	382	334	196	264
PSPTO_1742-3-demethylubiquinone-9 3-methyltransferase 	20	107	266	141	64	114
PSPTO_1743-N-ethylammeline chlorohydrolase 	10	84	126	339	386	520
PSPTO_1744-initiation factor 2 subunit family 	3	22	81	208	271	268
PSPTO_1745-DNA gyrase subunit A 	98	230	892	2204	1439	1989
PSPTO_1746-phosphoserine aminotransferase 	17	27	126	420	439	422
PSPTO_1747-chorismate mutase/prephenate dehydratase 	14	35	106	295	207	224
PSPTO_1748-prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase family protein 	13	19	27	198	152	248
PSPTO_1749-cytidylate kinase 	38	48	194	317	180	207
PSPTO_1750-30S ribosomal protein S1 	215	364	1506	2389	1965	2035
PSPTO_1751-integration host factor subunit beta 	48	175	406	546	339	539
PSPTO_1752-hypothetical protein 	14	42	150	237	162	186
PSPTO_1753-hypothetical protein 	12	14	72	179	102	158
PSPTO_1754-UDP-glucose 4-epimerase 	4	17	149	217	208	266
PSPTO_1755-glycoside hydrolase family protein 	0	0	5	40	34	14
PSPTO_1756-nucleotide sugar epimerase/dehydratase WbpM 	32	35	184	265	333	252
PSPTO_1757-competence protein 	5	0	12	45	47	36
PSPTO_1758-TetR family transcriptional regulator 	177	326	1369	1326	889	953
PSPTO_1759-hypothetical protein 	5	0	20	41	27	22
PSPTO_1760-threonine/serine transporter 	11	3	86	296	136	119
PSPTO_1761-hypothetical protein 	23	47	281	206	168	277
PSPTO_1762-hypothetical protein 	2	1	16	31	19	41
PSPTO_1763-hypothetical protein 	22	75	177	305	230	451
PSPTO_1764-hypothetical protein 	4	8	35	69	87	140
PSPTO_1765-translation elongation factor P 	145	291	1610	9173	9472	9926
PSPTO_1766-lipase 	1	0	8	5	12	11
PSPTO_1767-organic hydroperoxide resistance protein 	3	7	17	9	9	11
PSPTO_1768-MarR family transcriptional regulator 	18	52	149	199	146	176
PSPTO_1769-membrane protein 	3	4	19	24	16	34
PSPTO_1770-LysR family transcriptional regulator 	3	17	64	33	17	37
PSPTO_1771-hypothetical protein 	0	2	0	4	4	1
PSPTO_1772-phospho-2-dehydro-3-deoxyheptonate aldolase 	10	32	200	602	372	458
PSPTO_1773-hypothetical protein 	10	0	105	115	208	212
PSPTO_1774-hypothetical protein 	1	3	30	23	7	16
"PSPTO_1775-ATP-dependent RNA helicase, DEAD box family "	7	9	46	60	45	70
PSPTO_1776-hypothetical protein 	6	13	40	70	32	63
PSPTO_1777-thiopurine s-methyltransferase 	1	4	23	5	8	7
PSPTO_1778-heat shock protein HtpX 	276	698	2271	1926	1352	1704
PSPTO_1779-class I and II aminotransferase 	46	70	340	1404	1162	1226
PSPTO_1780-methionine sulfoxide reductase B 	36	98	285	115	152	123
PSPTO_1781-glutathione peroxidase 	8	11	44	27	25	36
PSPTO_1782-sensor histidine kinase/response regulator 	50	124	536	651	557	814
PSPTO_1783-hypothetical protein 	4	12	64	232	184	194
PSPTO_1784-GAF domain-containing protein 	0	3	4	14	13	28
PSPTO_1785-hypothetical protein 	144	283	1040	1927	1993	1883
PSPTO_1786-hypothetical protein 	13	12	45	23	17	22
PSPTO_1787-LysR family transcriptional regulator 	10	24	77	123	137	109
"PSPTO_1788-ABC transporter, periplasmic substrate-binding protein, aliphatic sulfonates family "	5	5	19	48	56	84
PSPTO_1789-dimethylsulfoxide reductase 	6	16	38	75	94	70
PSPTO_1790-acyl-CoA dehydrogenase family protein 	0	5	17	15	24	22
"PSPTO_1791-ABC transporter, periplasmic substrate-binding protein, aliphatic sulfonates family "	9	7	61	51	82	86
PSPTO_1792-rhodanese-like domain-containing protein 	5	28	82	37	33	41
PSPTO_1793-hypothetical protein 	6	13	46	14	10	11
PSPTO_1794-LysR family transcriptional regulator 	3	10	115	155	110	127
PSPTO_1795-alkanesulfonate monooxygenase 	8	10	54	58	43	98
PSPTO_1796-sulfonate ABC transporter permease 	0	4	6	0	7	8
PSPTO_1797-sulfonate ABC transporter ATP-binding protein 	0	4	39	28	24	13
PSPTO_1798-hypothetical protein 	11	15	163	121	124	195
PSPTO_1799-Ser/Thr protein phosphatase family protein 	3	12	21	42	41	39
PSPTO_1800-hypothetical protein 	23	32	106	139	95	132
PSPTO_1801-potassium uptake protein TrkH 	13	14	89	217	227	307
PSPTO_1802-nitroreductase family protein 	5	5	77	146	129	165
PSPTO_1803-sensor histidine kinase 	0	11	48	242	263	284
PSPTO_1804-hypothetical protein 	0	0	0	0	0	0
PSPTO_1805-hypothetical protein 	12	41	139	71	64	113
PSPTO_1806-DNA-binding response regulator 	16	55	160	190	157	244
PSPTO_1807-hypothetical protein 	1	6	27	44	51	38
PSPTO_1808-hypothetical protein 	2	4	22	181	155	100
PSPTO_1809-intracellular septation protein A 	126	288	892	2282	2080	2244
PSPTO_1810-PHP domain-containing protein 	46	111	490	381	415	598
PSPTO_1811-Sua5/YciO/YrdC/YwlC family protein 	11	28	153	170	163	300
PSPTO_1812-hypothetical protein 	10	17	64	182	109	193
PSPTO_1813-hypothetical protein 	1	4	25	55	34	71
PSPTO_1814-hypothetical protein 	5	6	70	28	30	57
PSPTO_1815-ribosomal large subunit pseudouridine synthase B 	14	29	145	378	397	294
PSPTO_1816-hypothetical protein 	0	0	0	1	0	3
PSPTO_1817-aromatic amino acid permease 	2	4	25	141	99	86
PSPTO_1818-hypothetical protein 	3	17	55	180	175	162
PSPTO_1819-major facilitator superfamily transporter 	11	17	30	55	41	49
PSPTO_1820-hypothetical protein 	36	74	207	647	410	985
PSPTO_1821-pterin-4-alpha-carbinolamine dehydratase 	31	61	189	731	430	478
PSPTO_1822-phenylalanine-4-hydroxylase 	73	119	432	528	460	517
PSPTO_1823-phenylalanine hydroxylase transcriptional activator PhhR 	1	1	20	77	45	90
PSPTO_1824-hypothetical protein 	11	11	52	96	62	68
PSPTO_1825-acetyl-CoA synthetase 	1151	2580	8255	6507	3287	4626
"PSPTO_1826-arginine/ornithine ABC transporter, periplasmic arginine/ornithine-binding protein "	33	67	292	1784	948	1323
"PSPTO_1827-arginine/ornithine ABC transporter, permease protein "	1	0	9	133	67	30
"PSPTO_1828-arginine/ornithine ABC transporter, permease protein "	9	17	19	304	315	357
PSPTO_1829-hypothetical protein 	2	0	25	255	288	242
PSPTO_1830-histidine ABC transporter ATP-binding protein 	2	19	30	123	125	152
PSPTO_1831-transcriptional regulator ArgR 	0	10	28	305	340	370
PSPTO_1832-acetylornithine delta-aminotransferase 	56	144	765	2769	2028	2562
PSPTO_1833-arginine N-succinyltransferase subunit alpha 	6	18	130	1849	2163	2675
PSPTO_1834-arginine N-succinyltransferase subunit beta 	21	29	128	556	609	768
PSPTO_1835-succinylglutamic semialdehyde dehydrogenase 	5	32	142	819	729	836
PSPTO_1836-succinylarginine dihydrolase 	29	27	214	1903	1710	2000
PSPTO_1838-succinylglutamate desuccinylase 	3	11	30	216	176	180
"PSPTO_1839-6,7-dimethyl-8-ribityllumazine synthase "	121	208	1118	956	423	548
PSPTO_1840-hypothetical protein 	207	242	873	897	303	580
"PSPTO_1841-threonine aldolase, low-specificity "	52	100	356	595	519	662
PSPTO_1842-alanyl-tRNA synthetase 	26	53	325	831	675	722
PSPTO_1843-aspartate kinase 	24	33	173	434	339	415
PSPTO_1844-carbon storage regulator 	1	1	19	20	26	15
PSPTO_1845-carbon storage regulator 	1	5	8	41	20	24
PSPTO_1846-magnesium transporter 	0	14	39	69	49	53
PSPTO_1847-transcriptional repressor 	155	353	1889	5455	9912	6977
PSPTO_1848-hypothetical protein 	4	2	29	3	5	0
PSPTO_1849-hypothetical protein 	97	220	1028	281	207	128
PSPTO_1850-hypothetical protein 	7	33	74	145	102	127
PSPTO_1851-hypothetical protein 	34	72	120	401	314	459
PSPTO_1852-hypothetical protein 	7	16	91	246	218	254
PSPTO_1853-hypothetical protein 	1	2	14	6	12	13
PSPTO_1854-hypothetical protein 	4	5	18	38	31	46
PSPTO_1855-TonB-dependent receptor 	2	10	49	56	108	111
PSPTO_1856-AraC family transcriptional regulator 	10	31	90	121	141	153
PSPTO_1857-AraC family transcriptional regulator 	11	42	70	47	45	44
PSPTO_1858-aliphatic isothiocyanate resistance protein SaxA 	37	76	291	54	57	75
PSPTO_1859-isothiocyanate resistance protein SaxB	10	35	160	78	56	67
PSPTO_1860-hypothetical protein 	2	44	77	10	33	28
PSPTO_1861-short chain dehydrogenase 	0	0	8	9	8	12
PSPTO_1862-oxidoreductase zinc-binding protein 	0	7	20	23	21	23
PSPTO_1863-alpha/beta fold family hydrolase 	2	4	13	20	15	8
PSPTO_1864-short chain dehydrogenase/reductase family oxidoreductase 	16	22	55	15	29	27
PSPTO_1865-NADH:flavin oxidoreductase/NADH oxidase family protein 	60	143	548	172	147	204
PSPTO_1866-TetR family transcriptional regulator 	0	7	26	26	14	27
PSPTO_1868-homospermidine synthase 	5	20	75	68	52	73
PSPTO_1869-hypothetical protein 	0	0	4	0	1	5
PSPTO_1870-sensory box histidine kinase/response regulator 	25	59	183	77	66	111
PSPTO_1871-cytosine/purines uracil thiamine allantoin permease 	2	5	26	32	32	49
PSPTO_1872-hypothetical protein 	0	0	2	5	5	0
PSPTO_1873-GntR family transcriptional regulator 	14	18	58	122	105	89
PSPTO_1874-hydantoin racemase 	14	14	80	355	224	315
PSPTO_1875-glutathione-dependent formaldehyde dehydrogenase 	13	15	22	12	21	8
PSPTO_1876-hypothetical protein 	0	10	8	29	5	20
"PSPTO_1877-ISPsy11, transposase OrfA "	0	0	0	0	0	0
"PSPTO_1878-ISPsy11, transposase OrfB "	0	4	7	11	9	15
PSPTO_1879-LysR family transcriptional regulator 	38	92	394	1259	1264	1359
PSPTO_1880-3-hydroxyisobutyrate dehydrogenase 	3	0	15	32	15	19
PSPTO_1881-aldehyde dehydrogenase family protein 	6	7	54	40	25	45
"PSPTO_1882-peptidase, M20/M25/M40 family "	9	16	39	47	62	56
PSPTO_1883-LysR family transcriptional regulator 	19	24	45	37	43	56
PSPTO_1884-hypothetical protein 	0	0	1	12	5	7
"PSPTO_1885-efflux protein, LysE family "	0	0	6	27	11	16
PSPTO_1886-L-serine dehydratase 1 	54	44	301	106	137	114
PSPTO_1887-LysR family transcriptional regulator 	2	14	68	68	91	107
PSPTO_1888-membrane protein 	0	0	4	15	18	30
PSPTO_1889-hypothetical protein 	0	0	27	32	37	40
PSPTO_1890-4-aminobutyrate aminotransferase 	2	4	25	37	43	60
PSPTO_1891-piperideine-6-carboxylate dehydrogenase 	7	38	103	21	16	18
PSPTO_1892-hypothetical protein 	3	12	47	42	56	53
PSPTO_1893-sensor histidine kinase 	0	14	18	235	170	139
PSPTO_1894-DNA-binding response regulator 	0	6	16	170	91	113
PSPTO_1895-hypothetical protein 	20	86	283	9	3	8
PSPTO_1896-cytochrome b561 family protein 	7	29	224	6	11	4
PSPTO_1897-BNR/Asp-box repeat-containing protein 	10	28	94	21	6	27
PSPTO_1898-membrane protein 	0	17	24	6	13	9
PSPTO_1899-sulfatase family protein 	19	58	129	71	58	97
PSPTO_1900-hypothetical protein 	9	17	57	114	102	164
PSPTO_1901-bacteriophytochrome heme oxygenase BphO 	2	0	17	44	52	33
PSPTO_1902-bacteriophytochrome histidine kinase 	23	68	242	418	478	471
PSPTO_1903-hypothetical protein 	0	11	9	3	7	16
PSPTO_1904-membrane protein 	3	0	23	11	28	7
PSPTO_1905-hypothetical protein 	6	5	9	15	18	13
